total_screen_time_minutes,daily_limit_minutes,late_night_minutes,longest_session_minutes,restricted_app_attempts_today,rule_violations_7d,frequent_app_opens_today,risk_points,risk_label
104,240,0,0,0,0,0,0,Low Risk
216,120,25,22,1,5,0,6,High Risk
193,240,0,71,0,3,0,2,Low Risk
81,120,0,0,0,0,11,0,Low Risk
141,180,0,118,1,0,12,1,Low Risk
212,60,0,19,0,1,3,2,Low Risk
254,120,0,25,0,0,15,2,Low Risk
309,180,13,0,0,0,0,4,Moderate Risk
304,180,0,111,0,1,10,3,Moderate Risk
75,60,0,77,1,0,3,2,Low Risk
12,180,0,35,2,0,7,0,Low Risk
125,180,5,73,1,0,13,2,Low Risk
216,120,0,64,0,0,3,2,Low Risk
165,240,0,71,0,1,5,0,Low Risk
165,120,0,47,0,1,6,2,Low Risk
90,60,0,50,0,6,13,4,Moderate Risk
62,240,116,120,0,4,7,5,Moderate Risk
255,240,0,35,0,1,29,4,Moderate Risk
322,240,33,53,2,0,29,6,High Risk
326,240,0,48,0,0,7,2,Low Risk
253,120,0,62,0,0,6,2,Low Risk
372,60,0,186,1,0,1,3,Moderate Risk
303,120,13,64,0,0,24,6,High Risk
207,180,0,54,2,5,7,4,Moderate Risk
284,180,0,50,0,0,31,4,Moderate Risk
183,240,0,35,1,0,0,0,Low Risk
203,240,1,91,0,0,5,3,Moderate Risk
37,180,0,43,0,0,8,0,Low Risk
195,180,2,23,3,0,0,6,High Risk
268,240,0,94,1,0,2,3,Moderate Risk
38,120,0,68,0,0,4,0,Low Risk
201,180,0,91,0,0,1,3,Moderate Risk
126,240,0,76,3,0,3,2,Low Risk
111,240,0,78,0,1,14,0,Low Risk
289,60,0,36,2,3,10,4,Moderate Risk
129,120,0,0,0,0,3,2,Low Risk
244,240,0,22,0,0,23,4,Moderate Risk
317,120,0,93,0,0,4,3,Moderate Risk
233,240,0,157,0,0,0,1,Low Risk
312,120,7,59,0,2,10,4,Moderate Risk
133,60,0,161,0,0,2,3,Moderate Risk
24,120,0,51,0,0,17,2,Low Risk
138,240,15,35,2,1,3,2,Low Risk
159,60,0,90,0,0,10,2,Low Risk
147,60,18,38,0,2,13,4,Moderate Risk
112,120,0,72,0,0,4,0,Low Risk
96,180,42,82,0,0,0,2,Low Risk
210,60,0,47,0,0,6,2,Low Risk
51,180,0,38,0,0,0,0,Low Risk
176,120,115,171,2,4,7,7,High Risk
59,180,0,75,0,6,6,2,Low Risk
89,120,0,0,1,0,4,0,Low Risk
224,180,0,10,0,0,2,2,Low Risk
229,60,0,55,0,0,0,2,Low Risk
195,120,0,49,0,0,0,2,Low Risk
173,240,0,10,0,0,4,0,Low Risk
311,60,0,10,0,0,31,4,Moderate Risk
184,180,0,0,0,0,9,2,Low Risk
296,180,0,33,0,1,15,2,Low Risk
89,60,0,0,0,0,14,2,Low Risk
227,120,0,59,0,3,9,4,Moderate Risk
120,60,0,0,2,7,13,4,Moderate Risk
125,180,0,88,0,2,13,0,Low Risk
139,120,0,46,2,0,9,2,Low Risk
278,180,0,145,2,0,19,5,Moderate Risk
260,60,0,51,0,0,21,4,Moderate Risk
100,60,0,11,1,0,28,4,Moderate Risk
208,180,0,74,0,6,6,4,Moderate Risk
0,240,0,89,0,0,15,0,Low Risk
116,60,0,75,0,0,0,2,Low Risk
227,240,0,66,1,0,3,0,Low Risk
159,180,0,13,0,1,18,2,Low Risk
210,120,0,0,0,0,17,4,Moderate Risk
175,60,0,0,2,1,7,2,Low Risk
199,120,23,63,6,1,0,6,High Risk
273,120,0,15,0,0,40,4,Moderate Risk
142,120,0,148,0,0,8,3,Low Risk
437,180,0,95,0,0,7,3,Moderate Risk
167,240,0,138,0,0,4,1,Low Risk
171,120,0,64,1,0,12,2,Low Risk
334,60,31,53,1,0,0,4,Moderate Risk
91,60,88,0,0,1,1,4,Moderate Risk
76,180,0,158,5,2,3,3,Moderate Risk
195,180,47,32,2,0,0,4,Moderate Risk
257,240,0,9,0,5,19,6,High Risk
51,240,0,54,2,6,12,2,Low Risk
179,180,0,71,0,1,0,0,Low Risk
242,60,0,134,3,3,27,9,High Risk
116,180,0,43,1,0,6,0,Low Risk
185,180,0,77,0,0,3,2,Low Risk
196,120,0,25,0,0,36,4,Moderate Risk
1,120,0,0,4,3,11,4,Moderate Risk
223,180,0,153,0,0,12,3,Moderate Risk
198,240,0,37,2,3,9,2,Low Risk
23,240,0,76,0,3,0,2,Low Risk
104,60,0,21,0,0,7,2,Low Risk
0,120,0,28,0,0,19,2,Low Risk
113,120,0,27,1,0,0,0,Low Risk
237,60,0,55,1,6,3,4,Moderate Risk
180,60,10,119,0,0,11,5,Moderate Risk
81,240,0,110,0,1,6,1,Low Risk
0,60,37,126,0,0,4,3,Moderate Risk
128,180,0,48,2,0,10,0,Low Risk
229,180,0,35,0,0,6,2,Low Risk
147,240,0,88,0,0,16,2,Low Risk
147,240,0,7,0,0,17,2,Low Risk
92,60,0,23,0,0,12,2,Low Risk
222,240,0,83,0,2,0,0,Low Risk
45,180,0,61,0,0,20,2,Low Risk
102,180,69,65,3,0,4,4,Moderate Risk
182,180,0,57,0,0,8,2,Low Risk
0,120,78,24,0,2,19,4,Moderate Risk
32,120,16,0,0,0,5,2,Low Risk
251,240,32,118,4,0,9,7,Moderate Risk
167,120,0,126,0,0,24,5,Moderate Risk
0,180,0,133,2,1,19,3,Moderate Risk
174,60,0,0,0,0,5,2,Low Risk
214,240,0,15,1,0,4,0,Low Risk
203,60,0,10,0,0,6,2,Low Risk
260,120,42,0,2,0,6,4,Moderate Risk
123,240,0,76,0,0,8,0,Low Risk
153,120,0,83,0,0,2,2,Low Risk
81,60,0,50,0,0,6,2,Low Risk
67,180,0,60,3,0,13,2,Low Risk
0,60,12,32,0,0,22,4,Moderate Risk
74,60,0,67,1,1,17,4,Moderate Risk
45,60,0,0,0,0,4,0,Low Risk
186,120,13,27,0,0,17,6,Moderate Risk
267,240,66,76,0,1,0,4,Moderate Risk
74,240,19,76,0,0,16,4,Moderate Risk
146,240,0,32,2,0,23,2,Low Risk
455,120,0,0,0,3,0,4,Moderate Risk
89,120,0,0,0,0,28,2,Low Risk
168,60,0,29,0,0,0,2,Low Risk
81,120,5,32,0,0,20,4,Moderate Risk
136,60,43,74,1,0,7,4,Moderate Risk
137,60,0,60,10,0,10,4,Moderate Risk
312,180,0,120,0,2,4,3,Moderate Risk
193,240,0,36,0,4,34,4,Moderate Risk
54,240,0,0,0,0,9,0,Low Risk
144,180,0,17,0,0,13,0,Low Risk
292,240,0,0,0,0,9,2,Low Risk
245,240,0,43,2,0,18,4,Low Risk
261,240,22,7,0,0,10,4,Moderate Risk
315,180,0,25,0,5,0,4,Moderate Risk
152,180,0,76,0,0,13,0,Low Risk
192,60,0,90,1,0,18,4,Moderate Risk
256,60,0,0,0,0,0,2,Low Risk
22,180,13,62,0,0,2,2,Low Risk
72,120,0,108,1,0,0,1,Low Risk
262,180,0,25,0,1,8,2,Low Risk
111,180,0,31,0,2,35,2,Low Risk
272,240,0,73,0,0,11,2,Low Risk
81,180,0,56,0,1,4,0,Low Risk
87,240,0,26,1,1,11,0,Low Risk
262,60,0,76,0,0,5,2,Low Risk
216,120,0,75,0,7,17,6,High Risk
271,240,0,18,0,3,6,4,Moderate Risk
122,180,102,52,2,1,10,2,Low Risk
200,180,25,51,2,0,3,4,Moderate Risk
173,60,0,177,2,0,7,3,Moderate Risk
335,60,1,34,0,3,9,6,High Risk
78,60,0,0,2,0,0,2,Low Risk
209,60,0,0,0,0,17,4,Moderate Risk
130,60,0,16,0,0,4,2,Low Risk
151,240,0,87,0,1,0,0,Low Risk
192,60,41,48,1,0,8,4,Moderate Risk
80,120,0,38,1,0,2,0,Low Risk
0,240,0,62,1,0,9,0,Low Risk
59,120,0,28,0,0,2,0,Low Risk
261,120,0,63,0,0,12,2,Low Risk
54,180,0,21,2,0,0,0,Low Risk
0,240,0,41,0,1,15,0,Low Risk
158,180,0,38,0,0,11,0,Low Risk
261,180,0,0,0,0,5,2,Low Risk
172,240,0,101,0,3,7,3,Moderate Risk
161,120,11,21,0,0,5,4,Moderate Risk
443,120,0,100,0,6,28,7,High Risk
191,120,0,70,3,1,3,4,Moderate Risk
45,180,0,144,0,0,21,3,Moderate Risk
239,240,0,48,0,2,12,0,Low Risk
253,120,26,52,0,0,14,4,Moderate Risk
166,240,0,64,0,0,0,0,Low Risk
251,240,0,113,0,0,2,3,Moderate Risk
95,60,0,55,0,0,30,4,Moderate Risk
0,60,0,46,0,0,18,2,Low Risk
290,60,0,88,0,0,0,2,Low Risk
108,180,0,3,0,0,9,0,Low Risk
239,180,100,147,1,6,12,7,High Risk
186,60,1,17,0,4,20,8,High Risk
52,60,0,99,0,0,7,1,Low Risk
271,120,32,61,2,1,14,4,Moderate Risk
61,60,0,113,0,0,9,3,Moderate Risk
0,240,0,59,0,0,15,0,Low Risk
159,120,0,110,0,0,1,3,Moderate Risk
246,180,0,38,0,0,11,2,Low Risk
216,60,39,74,0,0,8,4,Moderate Risk
0,180,19,169,0,4,14,5,Moderate Risk
258,180,0,0,0,2,14,2,Low Risk
119,60,0,0,0,0,20,4,Low Risk
272,180,0,110,0,1,15,3,Moderate Risk
150,240,78,47,0,2,9,2,Low Risk
409,180,3,106,2,10,0,7,High Risk
204,240,0,57,0,0,12,0,Low Risk
233,120,0,0,0,0,42,4,Moderate Risk
61,60,0,52,1,10,18,6,High Risk
207,60,0,41,0,0,19,4,Moderate Risk
148,240,0,53,0,1,3,0,Low Risk
180,120,0,65,0,0,7,2,Low Risk
186,240,0,0,0,2,15,0,Low Risk
197,240,45,30,0,2,3,2,Low Risk
68,240,69,45,0,0,0,2,Low Risk
75,60,0,8,0,3,10,4,Moderate Risk
264,240,12,31,1,0,41,6,High Risk
157,60,0,20,0,0,12,2,Low Risk
316,60,0,0,0,1,1,2,Low Risk
254,60,44,43,0,1,12,4,Moderate Risk
210,180,0,193,0,0,29,5,Moderate Risk
298,60,0,76,1,3,13,4,Moderate Risk
118,180,0,65,0,0,18,2,Low Risk
155,180,0,181,1,0,23,3,Moderate Risk
84,240,0,60,0,1,7,0,Low Risk
101,240,0,0,0,0,10,0,Low Risk
212,180,0,79,3,0,0,4,Moderate Risk
14,180,18,72,0,0,13,2,Low Risk
91,180,0,37,0,2,12,0,Low Risk
348,120,21,46,2,0,12,4,Moderate Risk
81,240,0,2,0,4,6,2,Low Risk
120,120,0,0,0,1,8,0,Low Risk
155,240,0,114,0,0,7,1,Low Risk
341,240,0,55,0,0,7,2,Low Risk
109,120,0,34,2,0,6,0,Low Risk
88,120,0,69,0,0,10,0,Low Risk
117,60,0,11,0,3,13,4,Moderate Risk
0,240,0,123,1,4,3,3,Moderate Risk
288,240,0,19,0,0,46,4,Moderate Risk
17,120,0,36,0,0,15,0,Moderate Risk
337,60,0,47,0,0,0,2,Low Risk
168,240,0,46,1,0,18,2,Low Risk
335,120,0,39,0,16,12,4,Moderate Risk
213,180,0,124,0,0,9,3,Moderate Risk
284,120,0,138,0,1,0,3,Moderate Risk
38,120,0,113,2,0,0,1,Low Risk
52,60,0,45,0,0,8,0,Low Risk
227,180,0,48,2,2,11,2,Low Risk
94,120,0,196,0,0,15,1,Low Risk
0,60,0,63,0,0,13,0,Low Risk
106,60,0,31,4,0,6,4,Moderate Risk
109,240,0,49,0,0,3,0,Low Risk
85,240,0,181,2,0,7,1,Low Risk
64,180,0,107,0,0,17,3,Moderate Risk
161,60,0,89,2,0,11,2,Moderate Risk
183,120,0,42,3,0,9,4,Moderate Risk
120,240,0,128,1,1,5,1,Low Risk
243,180,0,38,0,0,3,2,Low Risk
173,60,0,7,1,0,4,2,Low Risk
205,240,0,18,0,0,10,0,Low Risk
0,120,0,50,0,1,34,2,Low Risk
130,180,0,49,1,0,17,2,Low Risk
326,180,0,89,2,4,10,4,Moderate Risk
0,60,0,34,1,2,5,0,Low Risk
134,180,0,114,0,3,6,3,Moderate Risk
210,180,0,51,0,3,7,4,Moderate Risk
129,120,0,0,1,0,27,4,Moderate Risk
236,180,0,116,0,0,12,3,Moderate Risk
199,120,0,15,0,0,19,4,Low Risk
75,180,4,12,0,0,5,2,Low Risk
170,240,0,86,3,0,1,2,Low Risk
178,60,0,28,0,0,0,2,Moderate Risk
168,120,0,93,0,0,3,3,Moderate Risk
139,60,0,0,0,0,8,2,Low Risk
262,180,0,6,2,0,19,4,Moderate Risk
102,60,0,17,2,2,1,2,Low Risk
215,60,0,2,2,4,39,6,High Risk
278,180,0,27,0,3,9,4,Moderate Risk
203,60,0,95,1,0,8,3,Moderate Risk
64,60,0,46,3,2,29,6,High Risk
199,60,0,25,0,0,13,2,Low Risk
168,240,0,0,2,0,11,0,Low Risk
243,180,0,46,0,0,3,2,Low Risk
92,180,0,144,1,0,14,1,Low Risk
304,120,0,15,0,0,1,2,Low Risk
105,180,0,160,0,0,11,1,Low Risk
148,180,48,16,0,2,7,2,Low Risk
164,60,0,28,1,0,12,2,Low Risk
144,120,0,56,0,0,6,2,Low Risk
68,180,0,44,3,0,4,2,Low Risk
315,120,0,0,2,1,6,2,Low Risk
175,60,0,78,0,0,9,2,Low Risk
93,240,0,69,3,1,8,2,Low Risk
279,60,0,23,0,0,4,2,Low Risk
37,180,0,0,3,0,9,2,Low Risk
0,120,0,13,1,0,5,0,Low Risk
229,180,0,34,0,3,24,6,High Risk
234,240,0,40,1,3,9,2,Low Risk
196,120,0,37,0,0,0,2,Low Risk
142,240,0,173,2,0,5,1,Low Risk
93,180,0,77,3,0,0,2,Low Risk
265,180,0,81,0,0,5,2,Low Risk
172,60,7,0,1,0,7,4,Moderate Risk
122,120,0,168,0,0,10,3,Moderate Risk
87,60,0,41,1,2,19,4,Moderate Risk
329,120,0,17,0,0,0,2,Low Risk
194,240,0,149,0,0,3,1,Low Risk
131,240,0,0,0,1,35,2,Low Risk
111,240,7,160,0,2,10,3,Moderate Risk
236,60,0,82,0,0,20,4,Moderate Risk
333,180,65,42,1,0,11,4,Moderate Risk
134,240,0,147,0,1,24,3,Moderate Risk
177,180,31,49,2,1,10,2,Low Risk
272,60,0,42,5,0,3,4,Moderate Risk
362,120,0,116,0,0,3,3,Moderate Risk
229,180,0,43,0,0,8,2,Low Risk
128,60,37,155,4,0,12,7,High Risk
71,60,0,126,0,0,6,3,Moderate Risk
410,120,0,42,1,0,4,2,Low Risk
101,60,0,0,3,3,16,8,High Risk
128,120,0,49,0,0,18,4,Low Risk
0,60,0,104,0,1,0,1,Low Risk
272,120,44,44,0,1,11,4,Moderate Risk
204,180,0,31,0,2,1,2,Low Risk
228,180,0,117,0,0,3,3,Moderate Risk
114,60,79,0,0,1,36,6,High Risk
165,240,0,37,0,0,17,2,Low Risk
103,60,0,51,1,1,6,2,Low Risk
254,240,0,71,0,0,14,2,Low Risk
152,240,0,199,1,0,0,1,Low Risk
164,180,1,50,0,1,12,2,Low Risk
194,240,0,82,1,0,13,0,Low Risk
127,240,0,0,0,0,0,0,Low Risk
117,60,0,42,1,0,0,2,Low Risk
213,240,0,36,2,0,27,2,Low Risk
184,180,0,90,0,0,7,2,Low Risk
174,240,0,33,0,0,14,0,Low Risk
205,240,8,42,0,0,8,2,Low Risk
98,60,2,58,2,3,30,8,High Risk
284,180,0,90,0,0,8,2,Low Risk
108,120,0,60,0,0,6,0,Low Risk
177,60,0,79,0,0,6,2,Low Risk
66,60,0,139,0,0,2,3,Moderate Risk
102,180,0,48,0,0,9,0,Low Risk
81,180,0,0,2,3,7,2,Low Risk
137,240,0,71,0,1,5,0,Low Risk
117,60,0,43,0,0,0,2,Low Risk
173,180,0,8,0,1,34,2,Low Risk
142,180,0,37,0,0,16,2,Low Risk
289,120,0,143,0,0,0,3,Moderate Risk
81,120,0,94,0,3,7,3,Moderate Risk
130,120,0,0,0,0,4,2,Low Risk
167,180,1,15,0,0,0,2,Low Risk
131,60,0,126,2,3,13,5,Moderate Risk
161,60,23,98,0,1,15,5,Moderate Risk
419,60,55,51,0,0,9,4,Moderate Risk
155,240,0,43,1,0,10,0,Low Risk
244,60,0,40,0,0,7,2,Low Risk
229,60,29,31,0,0,7,4,Moderate Risk
226,120,0,63,0,2,2,2,Low Risk
28,120,0,62,1,0,6,0,Low Risk
67,60,0,35,0,0,5,2,Low Risk
28,60,0,58,0,0,17,2,Low Risk
105,180,0,73,3,0,19,4,Moderate Risk
193,180,0,0,0,0,17,4,Moderate Risk
84,120,43,7,0,5,9,4,Moderate Risk
74,180,0,38,0,1,10,0,Low Risk
218,240,11,0,0,0,18,4,Moderate Risk
48,120,0,84,1,0,8,0,Low Risk
155,180,0,65,4,1,8,2,Low Risk
97,240,0,5,1,1,0,0,Low Risk
103,120,0,63,2,1,5,0,Moderate Risk
153,240,0,36,2,1,1,0,Low Risk
133,240,0,124,0,0,3,1,Low Risk
147,120,0,28,0,0,8,2,Low Risk
292,180,0,71,0,0,0,2,Low Risk
103,60,0,59,0,0,5,2,Low Risk
0,120,0,58,0,6,37,4,Moderate Risk
115,60,0,177,1,0,8,3,Moderate Risk
157,240,4,0,1,3,0,4,Moderate Risk
88,60,0,0,0,1,9,2,Low Risk
121,240,0,136,0,1,11,1,Low Risk
167,60,0,7,1,0,2,2,Low Risk
277,120,34,108,1,0,0,5,Moderate Risk
231,60,73,93,2,0,7,5,Moderate Risk
315,180,0,0,1,3,0,4,Moderate Risk
150,60,160,125,1,0,18,7,High Risk
256,240,0,6,0,0,0,2,Low Risk
0,60,5,0,0,1,18,4,Moderate Risk
147,240,0,26,2,0,8,0,Low Risk
55,240,0,25,0,0,14,0,Low Risk
104,180,0,38,1,3,5,2,Low Risk
150,120,0,47,0,0,14,2,Low Risk
240,180,12,39,0,0,3,4,Moderate Risk
188,240,0,54,2,6,0,2,Low Risk
257,120,0,61,0,0,20,4,Moderate Risk
34,60,0,31,0,0,18,2,Low Risk
148,240,0,96,0,1,9,1,Low Risk
254,180,0,75,2,0,0,2,Low Risk
238,60,0,0,0,0,2,2,Low Risk
186,60,0,2,0,0,11,2,Low Risk
123,180,0,69,5,3,16,6,High Risk
0,240,26,52,0,0,16,4,Moderate Risk
138,120,0,42,5,5,5,6,High Risk
139,60,8,128,3,0,12,7,High Risk
133,180,0,63,1,5,6,2,Low Risk
131,240,0,10,0,3,17,4,Moderate Risk
134,240,0,59,0,3,0,2,Low Risk
149,60,0,95,0,6,3,5,Moderate Risk
250,240,0,184,0,2,22,5,Moderate Risk
212,180,0,1,1,0,0,2,Low Risk
184,60,0,67,1,3,27,6,High Risk
169,180,0,71,3,0,4,2,Low Risk
146,120,0,70,0,0,12,2,Low Risk
160,60,0,70,0,0,8,2,Low Risk
68,180,0,47,3,0,26,4,Moderate Risk
141,60,0,25,0,0,4,2,Low Risk
150,120,58,0,0,0,40,6,High Risk
44,180,0,74,1,0,7,0,Low Risk
106,180,0,33,0,1,33,2,Low Risk
128,60,0,21,0,10,5,4,Moderate Risk
45,60,0,117,0,0,1,1,Low Risk
98,60,0,0,0,0,0,2,Low Risk
84,120,0,101,0,2,10,1,Low Risk
240,180,0,65,0,0,0,2,Low Risk
19,240,0,44,0,4,2,2,Low Risk
236,180,0,71,0,0,29,4,Moderate Risk
46,240,0,75,0,1,7,0,Low Risk
260,120,62,30,0,0,34,6,High Risk
107,120,0,89,0,0,10,0,Low Risk
77,120,7,0,0,0,4,2,Low Risk
214,240,93,0,0,0,15,2,Moderate Risk
158,180,0,33,0,1,15,0,Low Risk
270,60,0,32,0,0,26,4,Moderate Risk
164,240,0,56,0,0,10,0,Low Risk
219,180,0,53,1,0,9,2,Low Risk
120,180,0,65,0,0,0,0,Low Risk
164,60,0,44,1,0,7,2,Low Risk
243,60,0,39,0,0,30,4,Moderate Risk
101,60,0,185,0,0,9,3,Moderate Risk
42,60,0,6,0,2,31,2,Low Risk
184,60,0,82,0,0,0,2,Low Risk
269,60,0,0,0,0,26,4,Moderate Risk
18,180,0,75,6,2,10,2,Low Risk
0,180,0,57,1,0,0,0,Low Risk
2,180,0,110,0,0,25,3,Moderate Risk
38,120,0,118,0,0,15,1,Low Risk
106,240,0,28,0,2,6,0,Low Risk
264,60,0,130,0,2,27,5,Moderate Risk
49,180,0,0,2,2,15,0,Moderate Risk
146,60,0,26,0,2,12,2,Low Risk
149,120,0,91,0,0,33,5,Moderate Risk
2,120,0,20,0,8,29,4,Moderate Risk
109,60,0,107,0,0,38,5,Moderate Risk
0,180,1,140,0,0,9,3,Moderate Risk
0,60,0,72,1,0,0,0,Low Risk
101,180,0,53,1,1,0,0,Low Risk
112,180,0,108,0,0,9,1,Low Risk
171,180,0,48,1,0,5,0,Low Risk
80,180,0,79,0,1,10,0,Low Risk
148,240,0,90,1,0,2,0,Low Risk
129,240,0,70,0,0,8,0,Low Risk
364,240,0,0,0,7,0,4,Moderate Risk
259,240,0,57,0,0,22,4,Moderate Risk
305,60,0,10,0,0,8,2,Low Risk
231,120,0,3,0,0,13,2,Low Risk
228,120,0,36,0,0,2,2,Low Risk
37,60,0,85,0,0,0,0,Low Risk
55,120,0,29,0,2,27,2,Low Risk
77,240,0,82,1,0,0,0,Low Risk
103,120,0,152,0,5,12,3,Moderate Risk
0,60,73,42,0,0,9,2,Low Risk
13,180,0,136,0,0,0,1,Low Risk
42,60,7,39,0,1,10,2,Low Risk
115,60,0,8,0,6,0,4,Moderate Risk
23,60,31,21,1,0,14,2,Low Risk
117,180,0,67,0,6,15,2,Low Risk
231,60,0,9,0,0,10,2,Low Risk
190,60,0,0,0,8,6,4,Moderate Risk
41,120,0,0,0,3,6,2,Low Risk
92,60,0,21,1,0,5,2,Low Risk
238,60,0,106,1,0,4,3,Moderate Risk
134,180,0,0,3,0,16,4,Moderate Risk
251,60,17,0,0,0,22,6,High Risk
57,180,0,169,0,3,16,5,Moderate Risk
0,240,0,49,0,0,27,2,Low Risk
230,60,44,50,0,0,6,4,Moderate Risk
142,120,0,29,0,0,10,2,Low Risk
165,240,0,94,2,3,0,3,Moderate Risk
133,240,0,40,1,0,8,0,Low Risk
244,60,0,41,0,0,23,4,Moderate Risk
276,240,0,0,2,1,12,2,Low Risk
183,60,47,43,0,3,0,6,High Risk
226,240,29,0,0,0,14,2,Moderate Risk
53,180,0,0,2,6,17,4,Moderate Risk
187,180,0,187,0,0,17,5,Moderate Risk
101,120,0,55,0,0,3,0,Low Risk
152,240,13,47,0,0,14,2,Low Risk
235,180,0,0,0,2,17,4,Moderate Risk
274,180,0,9,0,0,10,2,Low Risk
130,240,0,4,0,0,0,0,Low Risk
130,180,41,44,0,1,10,2,Low Risk
94,120,0,72,2,0,2,0,Low Risk
78,180,0,67,3,4,17,6,High Risk
159,180,0,12,4,0,3,2,Moderate Risk
399,60,28,84,0,1,17,6,High Risk
163,180,87,0,0,0,4,2,Low Risk
189,240,0,9,5,0,14,2,Low Risk
287,180,0,209,0,0,3,3,Moderate Risk
143,60,7,49,1,0,3,4,Moderate Risk
0,60,0,46,0,0,15,0,Low Risk
4,240,4,57,0,0,0,2,Low Risk
162,120,30,87,0,0,33,6,High Risk
137,240,6,20,0,1,7,2,Low Risk
285,240,0,93,5,1,18,7,High Risk
275,240,0,17,0,0,13,2,Low Risk
19,120,0,0,0,0,26,2,Low Risk
185,60,0,3,0,0,14,2,Low Risk
174,240,17,67,3,3,9,6,High Risk
350,240,0,0,0,0,3,2,Low Risk
178,120,0,34,0,4,3,4,Moderate Risk
207,240,0,56,0,0,20,2,Low Risk
18,240,0,5,3,1,24,4,Moderate Risk
54,240,0,57,0,0,29,2,Moderate Risk
161,240,0,28,1,0,14,0,Low Risk
141,120,0,58,2,0,4,2,Low Risk
170,120,0,145,0,0,0,3,Moderate Risk
245,60,0,0,1,0,11,2,Low Risk
221,180,0,67,0,0,6,2,Low Risk
27,120,4,168,0,0,5,3,Moderate Risk
292,180,0,88,0,0,2,2,Low Risk
109,60,0,74,1,0,20,4,Moderate Risk
83,60,0,43,1,0,6,2,Low Risk
118,240,31,49,0,1,12,2,Low Risk
205,180,0,14,1,0,7,2,Low Risk
360,120,0,70,0,2,2,2,Low Risk
0,60,0,70,0,0,25,2,Low Risk
94,180,0,21,3,1,6,2,Low Risk
198,180,0,81,1,0,1,2,Low Risk
161,60,12,21,0,0,1,4,Moderate Risk
38,180,0,0,0,0,16,2,Low Risk
200,180,0,63,0,0,25,4,Moderate Risk
129,120,0,77,0,0,8,2,Low Risk
205,60,0,31,0,0,1,2,Low Risk
150,240,0,23,0,0,0,0,Low Risk
0,60,0,62,0,0,17,2,Low Risk
230,180,0,51,1,1,13,2,Low Risk
111,60,0,135,3,0,16,7,High Risk
19,60,0,85,0,0,0,0,Low Risk
16,120,9,46,1,0,4,2,Low Risk
127,120,0,18,2,2,1,2,Low Risk
1,60,41,83,1,2,2,2,Low Risk
228,240,0,54,0,0,4,0,Low Risk
83,180,0,69,3,0,2,2,Low Risk
205,180,0,34,0,0,6,2,Low Risk
202,240,0,127,0,4,4,3,Moderate Risk
276,60,10,57,1,4,0,6,Moderate Risk
360,180,0,99,0,0,32,5,Moderate Risk
82,120,0,30,0,0,0,0,Low Risk
235,180,0,84,0,2,4,2,Low Risk
216,240,51,69,0,0,0,2,Low Risk
76,180,120,39,0,0,1,2,Low Risk
220,240,0,0,0,0,4,0,Moderate Risk
137,180,0,106,0,0,2,1,Low Risk
201,120,0,0,0,0,6,2,Low Risk
383,180,0,25,0,0,17,4,Moderate Risk
57,60,0,33,1,0,45,2,Low Risk
209,60,116,61,1,1,34,6,High Risk
198,60,32,60,0,1,7,4,Moderate Risk
89,240,0,12,0,0,40,2,Low Risk
126,240,0,66,3,0,24,4,Moderate Risk
343,120,0,35,0,0,0,2,Low Risk
206,120,0,5,0,0,9,2,Low Risk
288,180,0,36,0,2,0,2,Low Risk
236,60,12,41,0,0,7,4,Moderate Risk
20,120,0,13,0,2,7,0,Low Risk
0,240,0,5,0,0,7,0,Low Risk
14,180,95,190,0,0,21,5,Moderate Risk
39,180,0,83,0,0,33,2,Low Risk
180,240,3,5,1,0,9,2,Low Risk
319,120,0,44,3,0,1,4,Moderate Risk
248,240,0,106,0,0,9,3,Moderate Risk
166,240,0,23,0,0,0,0,Low Risk
121,180,0,44,1,2,5,0,Moderate Risk
0,120,0,66,0,0,12,0,Low Risk
86,120,0,41,0,1,17,2,Low Risk
175,120,0,26,0,0,12,2,Low Risk
0,180,0,41,2,0,46,2,Moderate Risk
191,60,0,0,0,3,9,4,Moderate Risk
98,240,0,53,0,0,7,0,Low Risk
363,180,0,81,0,3,0,4,Moderate Risk
0,240,0,108,0,0,13,1,Low Risk
10,240,0,0,0,1,1,0,Low Risk
237,240,0,0,0,0,5,0,Low Risk
277,120,0,26,0,1,18,4,Moderate Risk
94,60,0,38,0,0,0,2,Low Risk
72,120,14,38,0,1,14,2,Low Risk
307,120,0,7,0,0,4,2,Low Risk
181,120,0,49,0,0,4,2,Low Risk
161,180,30,0,0,0,8,2,Low Risk
5,240,0,11,0,3,9,2,Low Risk
43,240,1,41,2,4,28,6,High Risk
0,180,44,78,5,0,0,4,Moderate Risk
61,240,0,52,2,3,1,2,Low Risk
179,60,0,37,0,0,8,2,Low Risk
155,240,40,56,3,0,24,6,High Risk
136,240,12,216,1,1,0,3,Moderate Risk
255,120,14,49,0,2,8,4,Moderate Risk
194,60,0,0,1,0,0,2,Low Risk
62,240,38,113,0,0,0,3,Moderate Risk
151,120,0,100,1,1,7,3,Moderate Risk
155,120,0,81,0,0,33,4,Moderate Risk
186,240,0,43,1,2,6,0,Low Risk
140,180,0,118,0,0,18,3,Moderate Risk
342,180,0,55,0,0,23,4,Moderate Risk
108,180,0,47,0,0,4,0,Low Risk
374,60,36,0,2,4,1,6,High Risk
26,240,0,70,0,0,13,0,Low Risk
